FID,Longitude,Latitude,Mean_HF,Median_HF,MEAN_Annual_Temp,Therm_Cond__W_per_m_K,Z85_Med_HF_km,Z122_Med_HF_km,Z85_Mean_HF_km,Z122_Mean_HF_km,rechargeDepth,Descriptio,rechargeVolume,grid_area_m2,crustTypeFull,crustType,crustTypeMin1,crustScheme2,combined_cv,combined_cr,rechargeShort
704,22.373,-11,59.6800003,59.7400017,21.5625,2.5,2.654732934,4.203109187,2.657401964,4.207334932,major,major_100-300_mm/a,high,49364676420,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
703,20.339,-11,61.1500015,60,20.875,2.5,2.671875,4.213541667,2.621627082,4.134300798,major,major_100-300_mm/a,high,49365040486,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton major,major high
702,18.305,-11,58.4500008,57.8400002,20,2.5,2.809474402,4.408713678,2.78015394,4.362703105,major,major_100-300_mm/a,high,49364676420,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton major,major high
701,16.271,-11,57.3800011,49.4900017,19.0625,2.5,3.330849552,5.199913945,2.87284327,4.48490319,shallow,shallow_>=100_mm/a,high,49365040486,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton shallow,shallow high
700,14.237,-11,66.7600021,54.7099991,20.52941176,2.5,2.946014865,4.636747848,2.414267009,3.799827181,shallow,shallow_<100_mm/a,low,49365040486,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
699,-36.61,-11,53.6500015,61,24.66666667,2.5,2.472677596,3.989071038,2.811432043,4.535569926,major,major_100-300_mm/a,high,49365040486,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust high,Extended_Crust major,major high
698,-38.644,-11,40.5,40.5,23.75,2.5,3.780864198,6.064814815,3.780864198,6.064814815,major,major_2-20_mm/a,low,49364676420,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton major,major low
697,-40.678,-11,51,51,22.75,2.5,3.051470588,4.865196078,3.051470588,4.865196078,shallow,shallow_<100_mm/a,low,49365040486,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low
696,-42.712,-11,64.4599991,63.1500015,24,2.5,2.414885137,3.879651531,2.365808286,3.800806755,major,major_20-100_mm/a,low,49364676420,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton major,major low
695,-44.746,-11,61.2099991,59.2200012,24,2.5,2.57514348,4.137115755,2.491423007,4.002614011,shallow,shallow_>=100_mm/a,high,49365040486,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton shallow,shallow high
694,-46.78,-11,57.0400009,53.9700012,24.4375,2.5,2.805377925,4.519293025,2.65438723,4.276056209,major,major_=>300_mm/a,high,49364652149,I2,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
693,-48.814,-11,56.0200005,50.4599991,25.5,2.5,2.947879561,4.78101475,2.655301654,4.306497641,shallow,shallow_>=100_mm/a,high,49365040486,I2,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
692,-50.847,-11,59.0800018,58.5200005,25.25,2.5,2.552546116,4.133202289,2.528351311,4.094024926,shallow,shallow_>=100_mm/a,high,49365040486,I2,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
691,-52.881,-11,60.8300018,58.2799988,24.9375,2.5,2.576462819,4.16362826,2.468457103,3.989088325,shallow,shallow_>=100_mm/a,high,49364676420,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
690,-54.915,-11,57.6500015,50.6399994,24.375,2.5,2.992940399,4.819559694,2.629011207,4.233521139,shallow,shallow_>=100_mm/a,high,49364870588,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
689,-56.949,-11,58.4500008,50.2700005,24.3125,2.5,3.018077352,4.85814099,2.595701419,4.178250584,shallow,shallow_>=100_mm/a,high,49364846317,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
688,-58.983,-11,52.3800011,51.2999992,24.6875,2.5,2.939205699,4.742324635,2.878603414,4.644544576,shallow,shallow_>=100_mm/a,high,49365040486,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton shallow,shallow high
687,-61.017,-11,53.3600006,51.0499992,24.875,2.5,2.944417284,4.756366382,2.816950868,4.550459094,shallow,shallow_>=100_mm/a,high,49364846317,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
686,-63.051,-11,58.5200005,51.5699997,24.6875,2.5,2.923817159,4.717495664,2.576576362,4.157232535,shallow,shallow_>=100_mm/a,high,49364870588,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
685,-65.085,-11,60.7400017,59.3100014,25.5,2.5,2.508008708,4.067610762,2.448962724,3.971847106,shallow,shallow_>=100_mm/a,high,49364846317,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
684,-67.119,-11,61.7700005,64.5,25.625,2.5,2.301356589,3.735465116,2.403067813,3.900558492,major,major_=>300_mm/a,high,49364870588,D-,Platform,Platform,Craton,Craton high,Craton major,major high
683,-69.153,-11,63.7599983,60.3499985,24.5,2.5,2.506213815,4.03893962,2.372176977,3.822929838,major,major_=>300_mm/a,high,49364846317,D-,Platform,Platform,Craton,Craton high,Craton major,major high
682,-71.186,-11,63.1899986,61.2700005,23.875,2.5,2.494083544,4.003794647,2.418302,3.882141248,major,major_=>300_mm/a,high,49364846317,D-,Platform,Platform,Craton,Craton high,Craton major,major high
681,-73.22,-11,62.0999985,59.4799995,23.125,2.5,2.600664111,4.15580871,2.490942089,3.980475136,major,major_20-100_mm/a,low,49365040486,R1,orogen,orogen,orogen,orogen,orogen major,major low
680,-75.254,-11,196,196,14.45,2.5,0.899872449,1.371811224,0.899872449,1.371811224,shallow,shallow_<100_mm/a,low,49364870588,R1,orogen,orogen,orogen,orogen,orogen shallow,shallow low
679,-77.288,-11,23.5,23.5,12.41666667,2.5,7.721631206,11.65780142,7.721631206,11.65780142,shallow,shallow_<100_mm/a,low,49364846317,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low
678,-148.475,-11,61.6699982,52.9000015,26,2.5,2.788279694,4.536861875,2.391762677,3.891681644,complex,complex_<20_mm/a,low,49364676420,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex low
677,-150.508,-11,49.2000008,49.2000008,26,2.5,2.997967431,4.878048701,2.997967431,4.878048701,complex,complex_<20_mm/a,low,49365040486,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex low
676,-160.678,-11,62.8300018,55.7400017,26,2.5,2.646214487,4.305704928,2.34760458,3.819831181,complex,complex_<20_mm/a,low,49365040486,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex low
675,-164.746,-11,65.9100037,57.0900002,27,2.5,2.539849352,4.160098076,2.199969532,3.603398372,complex,complex_100-300_mm/a,high,49364676420,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
674,176.914,-13,42.3499985,52.3499985,26,2.5,2.817574102,4.584527352,3.482880879,5.667060413,complex,complex_100-300_mm/a,high,49559627868,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
673,168.686,-13,196.4100037,196.4100037,25,2.5,0.763708554,1.234662163,0.763708554,1.234662163,complex,complex_=>300_mm/a,high,49559603777,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
672,166.629,-13,115.75,115.75,23,2.5,1.339092873,2.138228942,1.339092873,2.138228942,complex,complex_=>300_mm/a,high,49560374709,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
671,144,-13,67.8600006,61.9900017,25,2.5,2.419745054,3.91192117,2.210433225,3.573533714,complex,complex_100-300_mm/a,high,49560350618,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust high,Extended_Crust complex,complex high
670,141.943,-13,67.8099976,59.7299995,25.5,2.5,2.490373368,4.039008907,2.193629336,3.557734973,major,major_100-300_mm/a,high,49559627868,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust high,Extended_Crust major,major high
669,137.829,-13,71.4899979,61.8899994,26,2.5,2.383260647,3.877847832,2.063225687,3.357112982,major,major_100-300_mm/a,high,49559627868,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major high
668,135.771,-13,65.4899979,54.4799995,25.9,2.5,2.71200443,4.409875224,2.256069701,3.668499125,complex,complex_100-300_mm/a,high,49559627868,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton complex,complex high
667,133.714,-13,86,86,25.6875,2.5,1.724200581,2.799781977,1.724200581,2.799781977,complex,complex_100-300_mm/a,high,49560350618,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton complex,complex high
666,131.657,-13,82,82,26.125,2.5,1.794969512,2.923018293,1.794969512,2.923018293,major,major_100-300_mm/a,high,49559627868,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton major,major high
665,129.6,-13,69.3199997,60.1300011,26.4,2.5,2.436387782,3.974721364,2.113387199,3.447778434,complex,complex_100-300_mm/a,high,49560350618,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
664,127.543,-13,73.5800018,61.6500015,26.66666667,2.5,2.365504133,3.865909611,1.98196969,3.23910475,complex,complex_100-300_mm/a,high,49559627868,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
663,125.486,-13,73.8799973,61.9700012,27,2.5,2.339841814,3.832499522,1.962642194,3.214672559,complex,complex_100-300_mm/a,high,49560374709,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
662,96.686,-13,60.5499992,60.5499992,26,2.5,2.436003335,3.963666444,2.436003335,3.963666444,complex,complex_=>300_mm/a,high,49559603777,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
661,49.371,-13,64.6399994,56.6199989,23.92857143,2.5,2.69654847,4.330246842,2.361982872,3.792985361,major,major_100-300_mm/a,high,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
660,47.314,-13,66.4100037,53.9099998,24.66666667,2.5,2.797873009,4.513695682,2.271244164,3.664106607,complex,complex_100-300_mm/a,high,49559989243,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
659,45.257,-13,71.5500031,52.7799988,24.75,2.5,2.853827272,4.606385099,2.105171118,3.397973298,shallow,shallow_>=100_mm/a,high,49559989243,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high
658,43.2,-13,52.7000008,52.7000008,25,2.5,2.846299767,4.601517957,2.846299767,4.601517957,shallow,shallow_>=100_mm/a,high,49559627868,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high
657,41.143,-13,65.6800003,55.7700005,24.625,2.5,2.706428163,4.365025961,2.298073985,3.706417462,major,major_100-300_mm/a,high,49559989243,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major high
656,39.086,-13,59.8199997,51.2299995,23.5,2.5,3.001171218,4.806753902,2.570210645,4.116516236,shallow,shallow_>=100_mm/a,high,49560013335,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
655,37.029,-13,58.25,51.5400009,22.375,2.5,3.03768912,4.832411635,2.68776824,4.275751073,shallow,shallow_>=100_mm/a,high,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
654,34.971,-13,81.5,59.5,21.1875,2.5,2.681197479,4.235819328,1.95743865,3.092407975,shallow,shallow_>=100_mm/a,high,49559989243,X-,Rift,Rift,Extended_Crust,Extended_Crust high,Extended_Crust shallow,shallow high
653,32.914,-13,59.3400002,51.6800003,20.125,2.5,3.138303,4.928163671,2.733190082,4.292003693,shallow,shallow_<100_mm/a,low,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
652,30.857,-13,76.0599976,75,20.3125,2.5,2.15625,3.389583333,2.126199778,3.342344965,shallow,shallow_>=100_mm/a,high,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
651,28.8,-13,69,69.5,19.75,2.5,2.347122302,3.678057554,2.364130435,3.704710145,shallow,shallow_>=100_mm/a,high,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
650,26.743,-13,57,56,19.55,2.5,2.921875,4.573660714,2.870614035,4.493421053,shallow,shallow_>=100_mm/a,high,49560013335,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
649,24.686,-13,59.5200005,55.6500015,20.3125,2.5,2.905997226,4.568171485,2.717048868,4.271148318,major,major_100-300_mm/a,high,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
648,22.629,-13,59.2400017,58.1300011,20.75,2.5,2.763203113,4.35446405,2.711428011,4.272872936,major,major_100-300_mm/a,high,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
647,20.571,-13,61.1500015,59.8400002,21,2.5,2.673796783,4.219585547,2.616516698,4.129190414,major,major_100-300_mm/a,high,49559989243,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton major,major high
646,18.514,-13,59.8199997,59.6899986,19.375,2.5,2.74857604,4.298249389,2.742602822,4.288908413,major,major_100-300_mm/a,high,49559989243,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton major,major high
645,16.457,-13,59.8199997,51.1399994,18.4375,2.5,3.253935314,5.062695601,2.781782862,4.328088454,shallow,shallow_<100_mm/a,low,49559627868,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
644,14.4,-13,68.4100037,50.4300003,19,2.5,3.271861967,5.106087616,2.41192795,3.764069377,shallow,shallow_<100_mm/a,low,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
643,12.343,-13,178,178,21.125,2.5,0.897120787,1.416783708,0.897120787,1.416783708,major,major_2-20_mm/a,low,49559989243,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major low
642,-37.029,-13,74,74,24,2.5,2.060810811,3.310810811,2.060810811,3.310810811,shallow,shallow_>=100_mm/a,high,49559989243,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high
641,-39.086,-13,68.5,69,23.6,2.5,2.224637681,3.565217391,2.240875912,3.591240876,shallow,shallow_<100_mm/a,low,49559989243,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low
640,-41.143,-13,61.2799988,54.0400009,22.0625,2.5,2.911616347,4.623311359,2.567619992,4.077084773,major,major_20-100_mm/a,low,49559989243,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton major,major low
639,-43.2,-13,38,38,23.0625,2.5,4.074835526,6.509046053,4.074835526,6.509046053,shallow,shallow_<100_mm/a,low,49559989243,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low
638,-45.257,-13,60.1100006,56.0099983,23,2.5,2.767363055,4.41885391,2.578605863,4.117451298,major,major_=>300_mm/a,high,49560013335,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton major,major high
637,-47.314,-13,48,48,24.375,2.5,3.157552083,5.084635417,3.157552083,5.084635417,shallow,shallow_>=100_mm/a,high,49559989243,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton shallow,shallow high
636,-49.371,-13,59.6800003,56.9599991,24.75,2.5,2.64439962,4.268346275,2.523877333,4.073810301,shallow,shallow_>=100_mm/a,high,49559989243,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton high,Craton shallow,shallow high
635,-51.429,-13,57.2700005,58.1899986,25.25,2.5,2.567021887,4.156642135,2.608259101,4.223415364,shallow,shallow_>=100_mm/a,high,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
634,-53.486,-13,58.1699982,57.1100006,24.875,2.5,2.631982112,4.251663412,2.584021053,4.174187855,shallow,shallow_>=100_mm/a,high,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
633,-55.543,-13,60.2999992,57.9799995,24.25,2.5,2.61943776,4.21481549,2.51865675,4.052653453,shallow,shallow_>=100_mm/a,high,49559820602,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
632,-57.6,-13,59.9099998,54.8199997,24.5,2.5,2.759029566,4.446369962,2.524620272,4.068602918,major,major_100-300_mm/a,high,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
631,-59.657,-13,59.7999992,55.0900002,24.125,2.5,2.762524949,4.441595555,2.544941506,4.091764269,major,major_=>300_mm/a,high,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
630,-61.714,-13,59.0600014,58.75,24.75,2.5,2.563829787,4.138297872,2.550372442,4.116576265,shallow,shallow_>=100_mm/a,high,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
629,-63.771,-13,62.0699997,63.2700005,25.55,2.5,2.349059567,3.81104786,2.394473993,3.88472694,shallow,shallow_>=100_mm/a,high,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
628,-65.829,-13,68.9400024,66.75,25.6875,2.5,2.221441948,3.607209738,2.150873873,3.492620273,major,major_100-300_mm/a,high,49560013335,L2,Phanerozoic_and_arcs,continental_arc,arcs,arcs high,arcs,major high
627,-67.886,-13,62.3100014,65.9000015,24.625,2.5,2.290402072,3.694043922,2.422363932,3.906876818,major,major_100-300_mm/a,high,49559796510,L2,Phanerozoic_and_arcs,continental_arc,arcs,arcs high,arcs,major high
626,-69.943,-13,62.6899986,64.3799973,20.8125,2.5,2.492524957,3.929306626,2.559718513,4.035232982,major,major_100-300_mm/a,high,49559989243,R1,orogen,orogen,orogen,orogen,orogen major,major high
625,-72,-13,62.1100006,55.5800018,13.4375,2.5,3.218896081,4.88316375,2.880474131,4.369767306,complex,complex_20-100_mm/a,low,49559989243,R1,orogen,orogen,orogen,orogen,orogen complex,complex low
624,-74.057,-13,64.1500015,58.3100014,12.0625,2.5,3.12714364,4.713492427,2.842459014,4.28439195,complex,complex_<20_mm/a,low,49560013335,R1,orogen,orogen,orogen,orogen,orogen complex,complex low
623,-76.114,-13,29.5,29.5,10.28571429,2.5,6.331719128,9.467312349,6.331719128,9.467312349,shallow,shallow_<100_mm/a,low,49559989243,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low
622,-78.171,-13,75.2099991,75.2099991,18,2.5,2.227097487,3.456987144,2.227097487,3.456987144,shallow,shallow_<100_mm/a,low,49559989243,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low
621,-150.171,-13,62.7900009,53.4700012,26,2.5,2.758556138,4.488498123,2.349100142,3.822264637,complex,complex_<20_mm/a,low,49559989243,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex low
620,-170.743,-13,74,57.2700005,26,2.5,2.575519447,4.19067571,1.993243243,3.243243243,complex,complex_100-300_mm/a,high,49559989243,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
619,-172.8,-13,74.9899979,57.9500008,26,2.5,2.545297635,4.141501237,1.966928979,3.200426813,complex,complex_100-300_mm/a,high,49560013335,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
618,-176.914,-13,70.5500031,56.8300018,26,2.5,2.595460062,4.223121457,2.090715713,3.401842515,complex,complex_100-300_mm/a,high,49559989243,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
617,168.621,-15,128.3399963,128.3399963,23,2.5,1.207729503,1.928471304,1.207729503,1.928471304,complex,complex_=>300_mm/a,high,49412942380,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
616,166.552,-15,79.25,79.25,23.16666667,2.5,1.950578339,3.117770768,1.950578339,3.117770768,complex,complex_=>300_mm/a,high,49412249776,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
615,145.862,-15,90.6900024,89,24,2.5,1.713483146,2.752808989,1.681552497,2.701510569,complex,complex_100-300_mm/a,high,49412942380,W-,Continental_shelf/slope,Intermediate_continental/oceanic_crust,Extended_Crust,Extended_Crust high,Extended_Crust complex,complex high
614,143.793,-15,64.5,60.5200005,24.75,2.5,2.488846642,4.017266986,2.335271318,3.769379845,major,major_100-300_mm/a,high,49412966263,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
613,141.724,-15,67.7600021,60.6399994,25.69230769,2.5,2.445073091,3.970468884,2.188152689,3.553264807,major,major_100-300_mm/a,high,49412966263,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust high,Extended_Crust major,major high
612,137.586,-15,70.25,61.5,25.75,2.5,2.408536585,3.912601626,2.108540925,3.425266904,complex,complex_100-300_mm/a,high,49412966263,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
611,135.517,-15,67.3300018,54.2599983,26,2.5,2.718393008,4.423147945,2.190702451,3.564532802,complex,complex_100-300_mm/a,high,49412225893,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton complex,complex high
610,133.448,-15,58.0699997,52.5200005,26,2.5,2.808453896,4.569687695,2.540037898,4.132943021,complex,complex_20-100_mm/a,low,49412966263,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton complex,complex low
609,131.379,-15,58.1899986,51.6399994,25.9375,2.5,2.859338724,4.65058584,2.537485024,4.127105272,complex,complex_20-100_mm/a,low,49412966263,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton complex,complex low
608,129.31,-15,64.1100006,54.7200012,26.66666667,2.5,2.665082788,4.355506727,2.274736109,3.717568727,major,major_20-100_mm/a,low,49412966263,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust major,major low
607,127.241,-15,69.7399979,50.5,26.36842105,2.5,2.902553413,4.734236582,2.10179168,3.428146753,complex,complex_20-100_mm/a,low,49412942380,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton complex,complex low
606,125.172,-15,70.3499985,54.8499985,26.30769231,2.5,2.675128045,4.361545593,2.085725265,3.400579592,complex,complex_100-300_mm/a,high,49412966263,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust high,Extended_Crust complex,complex high
605,54.828,-15,60.6199989,60.6199989,24,2.5,2.515671441,4.041570512,2.515671441,4.041570512,shallow,shallow_>=100_mm/a,high,49412966263,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high
604,50.69,-15,70.3700027,55.2200012,22.375,2.5,2.835249848,4.510367522,2.224847151,3.539327703,shallow,shallow_>=100_mm/a,high,49412584137,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high
603,48.621,-15,67.8499985,46.0699997,21.375,2.5,3.452626461,5.460440669,2.34432577,3.707627201,shallow,shallow_>=100_mm/a,high,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
602,46.552,-15,64.5899963,55.5200005,25,2.5,2.701729082,4.36779535,2.322341053,3.754451369,major,major_100-300_mm/a,high,49412966263,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major high
601,44.483,-15,67.3399963,51.4700012,25,2.5,2.914318953,4.711482307,2.22750235,3.601128799,major,major_100-300_mm/a,high,49412584137,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major high
600,40.345,-15,64.0199966,54.2400017,24.54545455,2.5,2.786437295,4.491820723,2.360768067,3.805629125,shallow,shallow_>=100_mm/a,high,49412966263,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust high,Extended_Crust shallow,shallow high
599,38.276,-15,50.4300003,51,22.6,2.5,3.058823529,4.87254902,3.093396769,4.927622418,shallow,shallow_>=100_mm/a,high,49412942380,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
598,36.207,-15,60.7400017,52.2299995,21.25,2.5,3.051407266,4.822420111,2.623888633,4.146773015,shallow,shallow_<100_mm/a,low,49412608019,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
597,34.138,-15,61.0299988,53.4599991,21.25,2.5,2.981200948,4.711466596,2.611420664,4.127068736,shallow,shallow_>=100_mm/a,high,49412966263,X-,Rift,Rift,Extended_Crust,Extended_Crust high,Extended_Crust shallow,shallow high
596,32.069,-15,57.2400017,54.0600014,22.4375,2.5,2.893197298,4.604259037,2.732464105,4.348466852,shallow,shallow_<100_mm/a,low,49412942380,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
595,30,-15,44,44,21.75,2.5,3.59375,5.696022727,3.59375,5.696022727,shallow,shallow_<100_mm/a,low,49412608019,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
594,27.931,-15,67,66,20.1875,2.5,2.455018939,3.856534091,2.418376866,3.798973881,shallow,shallow_<100_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
593,25.862,-15,60.0400009,56.7700005,20.8125,2.5,2.826646972,4.456028673,2.672697328,4.213336879,shallow,shallow_<100_mm/a,low,49412942380,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
592,23.793,-15,61.1500015,59.9900017,21.3125,2.5,2.654088106,4.196011716,2.603740737,4.116414453,major,major_20-100_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
